Label	Weight	Text
l_HomeAutomation	1	change the study to bright
l_HomeAutomation	1	please turn off the lights
l_HomeAutomation	1	can you make my tv quieter
l_HomeAutomation	1	dim the bar lights to red
l_HomeAutomation	1	turn down the temperature 10 degrees
l_HomeAutomation	1	which mode is the air conditioner set to
l_HomeAutomation	1	make it warmer
l_HomeAutomation	1	turn on living room overhead light
l_HomeAutomation	1	make it colder in here
l_HomeAutomation	1	turn off the lights
l_HomeAutomation	1	open pot light 2
l_HomeAutomation	1	turn off outside front lights
l_HomeAutomation	1	turn on security system
l_HomeAutomation	1	dim the living room floor lamp to 12%
l_HomeAutomation	1	turn bedroom light up
l_HomeAutomation	1	turn hue white lamp 1 up
l_HomeAutomation	1	is my bread maker off
l_HomeAutomation	1	set study room temperature at 74
l_HomeAutomation	1	make sure the coffee maker is turned on
l_HomeAutomation	1	turn off the remote
l_HomeAutomation	1	turn tulip light up
l_HomeAutomation	1	turn off front porch lights
l_HomeAutomation	1	please turn on the coffeemaker to 6 am
l_HomeAutomation	1	increase thermostat by 3 degrees
l_HomeAutomation	1	start the computer
l_HomeAutomation	1	dim the light at 12
l_HomeAutomation	1	turn dining room light up
l_HomeAutomation	1	make the ac warm
l_HomeAutomation	1	set my temperature to 68 degrees
l_HomeAutomation	1	turn off the outlets for 2 hours
l_HomeAutomation	1	is the bathroom fan on
l_HomeAutomation	1	dim the light
l_HomeAutomation	1	turn on the dishwasher at 30%
l_HomeAutomation	1	dim bedroom lights to 50
l_HomeAutomation	1	turn on my coffee maker
l_HomeAutomation	1	turn up the temperature of my thermostat by 5 degrees
l_HomeAutomation	1	turn up the light by 17%
l_HomeAutomation	1	turn on the fan in family room
l_HomeAutomation	1	intensify lighting by half
l_HomeAutomation	1	make the bread maker on for 10 minutes
l_HomeAutomation	1	turn up the temperature to 80 celsius
l_HomeAutomation	1	turn my fan up
l_HomeAutomation	1	switch my living room light off
l_HomeAutomation	1	how cold is it in the family room
l_HomeAutomation	1	is my bar thermostat on
l_HomeAutomation	1	switch off kitchen lights
l_HomeAutomation	1	turn dining room light off
l_HomeAutomation	1	turn hub front porch lights on
l_HomeAutomation	1	make it 2 degrees warmer
l_HomeAutomation	1	make the radio sounds quieter
l_HomeAutomation	1	turn the outdoors lights on
l_HomeAutomation	1	set my couch to 78
l_HomeAutomation	1	turn off lights in house
l_HomeAutomation	1	make my dream lights brighter
l_HomeAutomation	1	increase the second heat by 9
l_HomeAutomation	1	turn down the temperature 9 degrees
l_HomeAutomation	1	dim front light
l_HomeAutomation	1	turn fireplace back lights on
l_HomeAutomation	1	brighten light-fan
l_HomeAutomation	1	turn off table lights
l_HomeAutomation	1	all lights on for 1 hour
l_HomeAutomation	1	turn off the den light
l_HomeAutomation	1	start up the tv in living room
l_HomeAutomation	1	lower the brightness in study
l_HomeAutomation	1	brighten room lights to 45%
l_HomeAutomation	1	is it off
l_HomeAutomation	1	turn on the christmas tree light
l_HomeAutomation	1	turn off living room lamp 1
l_HomeAutomation	1	turn down the first ac by 5 degrees
l_HomeAutomation	1	turn off the ac at 11 o'clock
l_HomeAutomation	1	turn on the sink lights
l_HomeAutomation	1	raise the brightness 10%
l_HomeAutomation	1	make the light brighter
l_HomeAutomation	1	turn off all lights
l_HomeAutomation	1	dim my outside lights
l_HomeAutomation	1	turn down the light in the living room
l_HomeAutomation	1	turn fan's power down
l_HomeAutomation	1	turn on coffee maker
l_HomeAutomation	1	tune the temp lower
l_HomeAutomation	1	turn my tv down
l_HomeAutomation	1	make my coffee maker on for 5 minutes
l_HomeAutomation	1	i need the bedroom lights on please
l_HomeAutomation	1	turn up livingroom light 165%
l_HomeAutomation	1	dim the light 185%
l_HomeAutomation	1	turn off the light for 50 minutes
l_HomeAutomation	1	please turn off the living room lights
l_HomeAutomation	1	brighten the kitchen dining lights
l_HomeAutomation	1	turn off joe 's room lights
l_HomeAutomation	1	turn off the light when 10 pm
l_HomeAutomation	1	set ac soft downstairs
l_HomeAutomation	1	switch off the second lights
l_HomeAutomation	1	set the light's location in living room
l_HomeAutomation	1	tune the light to yellow at 5 pm
l_HomeAutomation	1	what is the temperature in my bedroom
l_HomeAutomation	1	turn up the fan in the living room
l_HomeAutomation	1	please turn on kitchen light
l_HomeAutomation	1	turn on kitchen table light to 50%
l_HomeAutomation	1	dim media room light
l_HomeAutomation	1	brighten the bar lights to 10
l_HomeAutomation	1	turn off the peppercorn lights
l_HomeAutomation	1	turn the fan to medium at 9
l_HomeAutomation	1	lower the lamp
l_HomeAutomation	1	turn radio volume down to 20
l_HomeAutomation	1	the outdoors lights on
l_HomeAutomation	1	switch off the lights
l_HomeAutomation	1	turn the temperature up 10 degrees
l_HomeAutomation	1	turn down my light to 10 pm
l_HomeAutomation	1	adjust the volume of radio to 25%
l_HomeAutomation	1	start the coffee maker please
l_HomeAutomation	1	turn off my light
l_HomeAutomation	1	check the temperature in the living room
l_HomeAutomation	1	make the oven set to 100 centigrade
l_HomeAutomation	1	what is the temperature of my a/c
l_HomeAutomation	1	dim living room lamps to 35
l_HomeAutomation	1	brighten the bar lights
l_HomeAutomation	1	turn my hue white lamp 1 up
l_HomeAutomation	1	stop the bread maker
l_HomeAutomation	1	is the a/c working
l_HomeAutomation	1	increase the temperature of the heater by 3 degrees please
l_HomeAutomation	1	did i leave any fans on
l_HomeAutomation	1	increase my thermostat temperature by 20 degrees
l_HomeAutomation	1	turn off light 31
l_HomeAutomation	1	turn living room lamp 3 off
l_HomeAutomation	1	turn yard lights off
l_HomeAutomation	1	dim the table lights to red
l_HomeAutomation	1	what 's the temperature in the bar
l_HomeAutomation	1	turn down the light by 160%
l_HomeAutomation	1	please turn off the tv
l_HomeAutomation	1	the vacuum cleaner on
l_HomeAutomation	1	turn down the ac temperature
l_HomeAutomation	1	set my thermostat to 74 degrees celsius
l_HomeAutomation	1	is the dishwasher running
l_HomeAutomation	1	turn hub kitchen on
l_HomeAutomation	1	switch off main light
l_HomeAutomation	1	turn up light to 80% to 9 pm
l_HomeAutomation	1	raise the temperature of the refrigerator by 5 degrees
l_HomeAutomation	1	set the temperature to 30 degrees
l_HomeAutomation	1	turn on living room floor lamp
l_HomeAutomation	1	brighten the first light
l_HomeAutomation	1	volume down
l_HomeAutomation	1	shut down the oven
l_HomeAutomation	1	dim the lights in the living room
l_HomeAutomation	1	set the air conditioner to heating mode
l_HomeAutomation	1	turn off oven
l_HomeAutomation	1	make the ac in living room set to refrigeration mode
l_HomeAutomation	1	turn light off
l_HomeAutomation	1	turn down the temperature by 45%
l_HomeAutomation	1	turn overhead light off
l_HomeAutomation	1	make it cooler outside
l_HomeAutomation	1	turn off radio
l_HomeAutomation	1	start oven
l_HomeAutomation	1	turn sophia 's light off
l_HomeAutomation	1	put the tv on silent mode
l_HomeAutomation	1	are bedroom lights off
l_HomeAutomation	1	set the microwave oven to the defrosting mode
l_HomeAutomation	1	dim the led bulb
l_HomeAutomation	1	turn down the fan at nine thirty
l_HomeAutomation	1	turn the lights up to 32 percent
l_HomeAutomation	1	turn down the volume
l_HomeAutomation	1	dim bedroom lamp by 8
l_HomeAutomation	1	put the tv's sound on medium
l_HomeAutomation	1	switch on xbox for 2 hours
l_HomeAutomation	1	is the electric water heater running
l_HomeAutomation	1	what mode is my thermostat set to
l_HomeAutomation	1	turn down my tulips light
l_HomeAutomation	1	make the speaker volume lower
l_HomeAutomation	1	turn off the upstairs hallway night light
l_HomeAutomation	1	start running the microwave oven
l_HomeAutomation	1	make my brake lights darker
l_HomeAutomation	1	turn off the lights in the living room
l_HomeAutomation	1	turn on the upstairs hallway light
l_HomeAutomation	1	turn down the thermostat to 72 degrees
l_HomeAutomation	1	disable lightstrip 3
l_HomeAutomation	1	make the lights brighter
l_HomeAutomation	1	turn down thermostat temperature by 1 degree
l_HomeAutomation	1	turn on dining lamp
l_HomeAutomation	1	turn off the family room lights
l_HomeAutomation	1	dim the weekend lights
l_HomeAutomation	1	please turn the camera on
l_HomeAutomation	1	turn down great room lights
l_HomeAutomation	1	turn off the vacuum cleaner when 9am
l_HomeAutomation	1	did i leave the ac on
l_HomeAutomation	1	is the fan in the garage running
l_HomeAutomation	1	turn off the livingroom lamp
l_HomeAutomation	1	turn off lamp at 3 pm
l_HomeAutomation	1	turn the oven off
l_HomeAutomation	1	is the lamp in the lounge on
l_HomeAutomation	1	turn my bottom light down
l_HomeAutomation	1	can you turn on my coffeemaker
l_HomeAutomation	1	put the microwave oven on heating mode
l_HomeAutomation	1	can you turn on my coffeemaker at 6 am
l_HomeAutomation	1	please turn off the light
l_HomeAutomation	1	turn on all master bedroom lights
l_HomeAutomation	1	turn the ice maker off
l_HomeAutomation	1	turn on my garage light
l_HomeAutomation	1	turn off all the lights
l_HomeAutomation	1	is the air conditioning on
l_HomeAutomation	1	turn on my coffeemaker
l_HomeAutomation	1	make dining room lights darker
l_HomeAutomation	1	please turn on the kitchen light
l_HomeAutomation	1	is the ac set to refrigeration mode
l_HomeAutomation	1	turn my living room light off
l_HomeAutomation	1	turn lights on to 9 pm
l_HomeAutomation	1	put the temperature higher
l_HomeAutomation	1	turn up the lamp 35%
l_HomeAutomation	1	brighten 30%
l_HomeAutomation	1	turn hub couch light off
l_HomeAutomation	1	set the temperature of my home living room thermostat to 55 degrees
l_HomeAutomation	1	make hue white lamp 3 turned on
l_HomeAutomation	1	increase the temperature by 5 degrees
l_HomeAutomation	1	check the temperature in the kitchen
l_HomeAutomation	1	turn the room up 100 %
l_HomeAutomation	1	turn dining room light down
l_HomeAutomation	1	increase the fan power to medium
l_HomeAutomation	1	dim the stairway pendant light
l_HomeAutomation	1	can you turn on the lights in bathroom
l_HomeAutomation	1	start the dryer over at three hundred fifty degrees
l_HomeAutomation	1	set the speaker to form a surround sound
l_HomeAutomation	1	turn up the tv
l_HomeAutomation	1	make it 3 degrees warmer
l_HomeAutomation	1	decrease the fan speed
l_HomeAutomation	1	turn down the thermostat to 68 degrees
l_HomeAutomation	1	make my red light brighter
l_HomeAutomation	1	turn off a/c
l_HomeAutomation	1	turn the room light up to 29 %
l_HomeAutomation	1	are the living area lights on
l_HomeAutomation	1	turn entry lamp off
l_HomeAutomation	1	turn on the lamp for 1 hour
l_HomeAutomation	1	set ac temperature low
l_HomeAutomation	1	turn my top light up
l_HomeAutomation	1	stop thermostat three
l_HomeAutomation	1	make sure stove is off
l_HomeAutomation	1	turn the blue lights off
l_HomeAutomation	1	turn up the temperature by 5 celsius for 30 minutes
l_HomeAutomation	1	brighten the kitchen lights
l_HomeAutomation	1	set the thermostat at 77 degrees
l_HomeAutomation	1	start my car
l_HomeAutomation	1	make the oven set to 100 degrees
l_HomeAutomation	1	please stop the bread maker for me
l_HomeAutomation	1	turn off guest patio lights
l_HomeAutomation	1	turn bottom light up
l_HomeAutomation	1	lower my thermostat by 10 degrees
l_HomeAutomation	1	turn on shower
l_HomeAutomation	1	is the light on in the kitchen
l_HomeAutomation	1	turn the masterbedroom light to 50% at 5
l_HomeAutomation	1	turn off all home light
l_HomeAutomation	1	turn off hue lamp two
l_HomeAutomation	1	are my lights off in the closet
l_HomeAutomation	1	i need the lights on at 9 pm
l_HomeAutomation	1	turn up the heat to seventy two
l_HomeAutomation	1	turn on my thermostat
l_HomeAutomation	1	set the light to green
l_HomeAutomation	1	start running the oven
l_HomeAutomation	1	are my outlets on
l_HomeAutomation	1	turn my front door light up
l_HomeAutomation	1	turn down the ac by 5 degrees
l_HomeAutomation	1	turn floor lamp up
l_HomeAutomation	1	turn on fish pond light
l_HomeAutomation	1	can you turn off the lights please
l_HomeAutomation	1	set dining temperature at 73 degrees
l_HomeAutomation	1	turn on deck lights
l_HomeAutomation	1	what does the dining thermostat read
l_HomeAutomation	1	is my city center light on or off
l_HomeAutomation	1	switch my study light on
l_HomeAutomation	1	turn off dining lights
l_HomeAutomation	1	turn on the lights in the guest room
l_HomeAutomation	1	turn off the night sleep light
l_HomeAutomation	1	increase lamp brightness
l_HomeAutomation	1	shut off tv
l_HomeAutomation	1	please switch off the living room tv
l_HomeAutomation	1	turn up the temperature by 4 degrees
l_HomeAutomation	1	what 's my entertainment center ac set to
l_HomeAutomation	1	is my air conditioning on
l_HomeAutomation	1	make the tv sounds louder
l_HomeAutomation	1	turn down the second thermostat by 6 degrees
l_HomeAutomation	1	are living room lights off
l_HomeAutomation	1	is the device off
l_HomeAutomation	1	turn down my light
l_HomeAutomation	1	increase the tv volume
l_HomeAutomation	1	are my playroom lights on
l_HomeAutomation	1	intensify lighting by 50%
l_HomeAutomation	1	make bedroom lights brighter
l_HomeAutomation	1	how hot is it inside
l_HomeAutomation	1	make my kitchen lights brighter
l_HomeAutomation	1	turn on the light
l_HomeAutomation	1	turn up the lights at 8:45
l_HomeAutomation	1	check the status of my house
l_HomeAutomation	1	brighten family room lamp by 100
l_HomeAutomation	1	turn living room light on
l_HomeAutomation	1	turn off family room lights
l_HomeAutomation	1	turn on the radio at 7:30
l_HomeAutomation	1	turn off outdoor lights
l_HomeAutomation	1	louder the tv
l_HomeAutomation	1	make the air conditioner set to 29 degrees.
l_HomeAutomation	1	tune the temp higher
l_HomeAutomation	1	turn off fan light
l_HomeAutomation	1	is the kitchen outlets on
l_HomeAutomation	1	make the temperature at 77 degrees
l_HomeAutomation	1	decrease my thermostat at 4
l_HomeAutomation	1	turn the temperature up 3 degrees
l_HomeAutomation	1	turn on the lights in the bedroom
l_HomeAutomation	1	are my lights on or off
l_HomeAutomation	1	turn on my lights
l_HomeAutomation	1	turn my front door light down
l_HomeAutomation	1	turn top light up
l_HomeAutomation	1	what's the state of my radio
l_HomeAutomation	1	turn on lights in bedroom at 10 pm
l_HomeAutomation	1	is the living room light on
l_HomeAutomation	1	set lights to a pretty productive brightness
l_HomeAutomation	1	turn down the ac's power
l_HomeAutomation	1	turn off the tv at 5 o'clock
l_HomeAutomation	1	turn on the indoors light
l_HomeAutomation	1	make the room cooler
l_HomeAutomation	1	turn down study light 135%
l_HomeAutomation	1	set lights red
l_HomeAutomation	1	turn on the light to 11 pm
l_HomeAutomation	1	is the front entry switched on
l_HomeAutomation	1	make the living area warmer
l_HomeAutomation	1	turn my david thermo down
l_HomeAutomation	1	turn on family room fan
l_HomeAutomation	1	dim light
l_HomeAutomation	1	turn off steeple led bulb
l_HomeAutomation	1	turn on the coffee maker
l_HomeAutomation	1	dim my red light
l_HomeAutomation	1	turn off the lights please
l_HomeAutomation	1	turn off the humidifier
l_HomeAutomation	1	brighten the living room lamps to 15
l_HomeAutomation	1	turn on the living room ceiling fan
l_HomeAutomation	1	which mode is the oven set to
l_HomeAutomation	1	turn off the reading living room light
l_HomeAutomation	1	start the dryer
l_HomeAutomation	1	turn basement stairs light up
l_HomeAutomation	1	is my light on
l_HomeAutomation	1	turn my hue white lamp 3 up
l_HomeAutomation	1	change the lights to blue please
l_HomeAutomation	1	decrease my thermostat temperature by 10 degrees
l_HomeAutomation	1	start coffee pot
l_HomeAutomation	1	turn the fan down to low
l_HomeAutomation	1	turn off my great room light
l_HomeAutomation	1	turn up the light 30%
l_HomeAutomation	1	turn off great light
l_HomeAutomation	1	turn sink light down
l_HomeAutomation	1	turn off lights in joe 's room
l_HomeAutomation	1	what's the volume of the speaker
l_HomeAutomation	1	turn my kuelap light on
l_HomeAutomation	1	turn on the nightlight
l_HomeAutomation	1	turn hub basement light on
l_HomeAutomation	1	turn off tv
l_HomeAutomation	1	please turn the yellow lights on till 9:30
l_HomeAutomation	1	turn up the lights in the living room
l_HomeAutomation	1	can you start the coffee maker
l_HomeAutomation	1	shut down surface pro four
l_HomeAutomation	1	increase temperature by 5 degrees
l_HomeAutomation	1	what's the ac power level
l_HomeAutomation	1	set bedroom to 20 kelvin
l_HomeAutomation	1	is my coffee maker on
l_HomeAutomation	1	turn my bottom light up
l_HomeAutomation	1	set office lamp brightness to 21 percent
l_HomeAutomation	1	light off
l_HomeAutomation	1	brighten living room lamps to 50
l_HomeAutomation	1	turn table lights off
l_HomeAutomation	1	increase the temperature of the heater by 4 degrees please
l_HomeAutomation	1	dim my bathroom light
l_HomeAutomation	1	turn on levis light at 50%
l_HomeAutomation	1	turn on the dishwasher
l_HomeAutomation	1	make it colder please
l_HomeAutomation	1	make my lights brighter
l_HomeAutomation	1	can you turn on the dishwasher
l_HomeAutomation	1	lower the ac by five degrees
l_HomeAutomation	1	set lights off in family
l_HomeAutomation	1	turn my downstairs light up
l_HomeAutomation	1	please turn on master bathroom lights
l_HomeAutomation	1	are my crawl space lamps on
l_HomeAutomation	1	turn down the temperature by 2 degrees
l_HomeAutomation	1	raise the brightness in study
l_HomeAutomation	1	turn down the basement lights
l_HomeAutomation	1	turn down the lamp in the living room
l_HomeAutomation	1	raise fridge by 10 fahrenheit
l_HomeAutomation	1	turn off the air conditioner to 10 pm
l_HomeAutomation	1	dim kitchen light to 50%
l_HomeAutomation	1	make the temperature in dining room higher
l_HomeAutomation	1	dim 20%
l_HomeAutomation	1	dim the living room to 50%
l_HomeAutomation	1	turn off the dvd player
l_HomeAutomation	1	dim the kitchen lights to 10
l_HomeAutomation	1	turn up the radio volume to 30
l_HomeAutomation	1	switch off my bedroom light
l_HomeAutomation	1	set temperature to 72 degrees for 30 minutes
l_HomeAutomation	1	turn night light on
l_HomeAutomation	1	turn up the light by 10% at 6 am
l_HomeAutomation	1	turn hub living room light on
l_HomeAutomation	1	stop running the microwave oven
l_HomeAutomation	1	set air conditioner power to low
l_HomeAutomation	1	turn the light at 185%
l_HomeAutomation	1	turn on the bedroom light on at six o clock
l_HomeAutomation	1	turn the thermostat down
l_HomeAutomation	1	switch on living room ac
l_HomeAutomation	1	tell me the brightness
l_HomeAutomation	1	kitchen overhead off
l_HomeAutomation	1	are the indoors lights on
l_HomeAutomation	1	turn down the temperature on the ac
l_HomeAutomation	1	make my house cooler
l_HomeAutomation	1	turn down living room light at 9 am
l_HomeAutomation	1	turn down my thermostat by 2 degrees
l_HomeAutomation	1	dim room lights to 78%
l_HomeAutomation	1	turn off matthew lights
l_HomeAutomation	1	set lights on at 11 pm
l_HomeAutomation	1	turn on radio
l_HomeAutomation	1	dim kitchen to 50%
l_HomeAutomation	1	turn up the light by 18%
l_HomeAutomation	1	turn the ac up 4 degrees
l_HomeAutomation	1	did i leave any lights on
l_HomeAutomation	1	the vacuum cleaner off
l_HomeAutomation	1	i want to make study 2 fahrenheit warmer
l_HomeAutomation	1	make it warmer in the home office
l_HomeAutomation	1	did i leave the lights on
l_HomeAutomation	1	start the movie
l_HomeAutomation	1	turn overhead light brighter
l_HomeAutomation	1	set lights to low light in master bedroom
l_HomeAutomation	1	turn off the couch light
l_HomeAutomation	1	turn on sprinklers
l_HomeAutomation	1	what's the color of my lamp
l_HomeAutomation	1	make it colder by 10 degrees
l_HomeAutomation	1	turn on the lights in kitchen at 10 pm
l_HomeAutomation	1	make it warmer in the pass through
l_HomeAutomation	1	what does the bedroom thermostat read
l_HomeAutomation	1	turn on master bedroom lamp
l_HomeAutomation	1	turn on all my lights
l_HomeAutomation	1	trigger office lights on
l_HomeAutomation	1	is my a/c on
l_HomeAutomation	1	turn on camera
l_HomeAutomation	1	dim the living room light to 50%
l_HomeAutomation	1	increase fan speed
l_HomeAutomation	1	turn on the tv for 2 hours
l_HomeAutomation	1	raise temperature to 73 degrees
l_HomeAutomation	1	turn my study room light down
l_HomeAutomation	1	turn on living room lights
l_HomeAutomation	1	set my thermostat to 72 degrees
l_HomeAutomation	1	turn on the dining room light
l_HomeAutomation	1	turn on the air conditioner
l_HomeAutomation	1	turn ipad on
l_HomeAutomation	1	make everything turned on
l_HomeAutomation	1	turn off the lights in the livingroom
l_HomeAutomation	1	turn my green light up
l_HomeAutomation	1	turn down the brightness of lamp to 5
l_HomeAutomation	1	what is temperature on the ac
l_HomeAutomation	1	turn on basement lights
l_HomeAutomation	1	did i turn off the ac
l_HomeAutomation	1	turn the light down at 9 pm
l_HomeAutomation	1	turn on my tv in living room
l_HomeAutomation	1	make the tv sounds a little quieter
l_HomeAutomation	1	turn on florida room lights
l_HomeAutomation	1	lower my thermostat temperature by 10 degrees
l_HomeAutomation	1	increase thermostat to 73 degrees
l_HomeAutomation	1	turn off penelope 's light
l_HomeAutomation	1	turn off the tv
l_HomeAutomation	1	turn off the tv at nine o'clock
l_HomeAutomation	1	set living room lights to relax
l_HomeAutomation	1	dim kitchen lights by 25
l_HomeAutomation	1	set the bedroom light to 79 degrees
l_HomeAutomation	1	turn the lamp off
l_HomeAutomation	1	lower the radio volume
l_HomeAutomation	1	turn on hallway light
l_HomeAutomation	1	turn on the ac at 8:30
l_HomeAutomation	1	turn hub front light off
l_HomeAutomation	1	increase light by 5%
l_HomeAutomation	1	turn up the heat to 72
l_HomeAutomation	1	what temperature is my thermostat set to
l_HomeAutomation	1	make the bread maker off
l_HomeAutomation	1	make my whole house colder
l_HomeAutomation	1	make the speaker volume higher
l_HomeAutomation	1	make it warm
l_HomeAutomation	1	set lights to dusk in kitchen
l_HomeAutomation	1	did i turn off the lamp
l_HomeAutomation	1	dim living room to 50%
l_HomeAutomation	1	can you turn off the tv
l_HomeAutomation	1	set temperature to 68
l_HomeAutomation	1	dim family room lamps
l_HomeAutomation	1	are the outlets on
l_HomeAutomation	1	turn on the a/c at 5 pm
l_HomeAutomation	1	set upstairs lights normal
l_HomeAutomation	1	set the bronze lamp to purple
l_HomeAutomation	1	please turn on tv in the kitchen
l_HomeAutomation	1	turn the light off
l_HomeAutomation	1	turn the lights on at 5
l_HomeAutomation	1	increase heat by 7
l_HomeAutomation	1	set office lights brightness 23%
l_HomeAutomation	1	turn on the guest patio night light
l_HomeAutomation	1	turn off the first light
l_HomeAutomation	1	turn lamp off
l_HomeAutomation	1	turn on the ac to 26 degrees
l_HomeAutomation	1	turn off all my lights
l_HomeAutomation	1	dim main lamp
l_HomeAutomation	1	turn the fan to medium
l_HomeAutomation	1	turn on the ac for 45 minutes
l_HomeAutomation	1	turn off family room lamp please
l_HomeAutomation	1	turn up the thermostat
l_HomeAutomation	1	turn the temperature down one degree
l_HomeAutomation	1	turn on the lamp in my room
l_HomeAutomation	1	is the device on
l_HomeAutomation	1	turn on family room lamp
l_HomeAutomation	1	turn off a lamp
l_HomeAutomation	1	make my study's temperature higher
l_HomeAutomation	1	turn gameroom lights on
l_HomeAutomation	1	turn off all the lights in the dining room
l_HomeAutomation	1	turn the lights up to 62 %
l_HomeAutomation	1	turn up master bathroom lights
l_HomeAutomation	1	turn up the light by 20 percent
l_HomeAutomation	1	what is the brightness setting on the lamp
l_HomeAutomation	1	dim lamp to 50%
l_HomeAutomation	1	which mode is the microwave oven in
l_HomeAutomation	1	are you able to turn off my light switches
l_HomeAutomation	1	will you raise the brightness of the lamp by 10 %
l_HomeAutomation	1	is the ac in the balcony on
l_HomeAutomation	1	turn lights off please
l_HomeAutomation	1	turn lights off in bedroom
l_HomeAutomation	1	turn kitchen lights to white
l_HomeAutomation	1	change the color of lamp to yellow
l_HomeAutomation	1	dim lamp
l_HomeAutomation	1	turn on siena ' s lamp
l_HomeAutomation	1	what 's my garage lamp set to
l_HomeAutomation	1	turn my light brighter
l_HomeAutomation	1	is the patio a/c on
l_HomeAutomation	1	kitchen sink off
l_HomeAutomation	1	turn off the lights in office
l_HomeAutomation	1	is my tv volume set to 20
l_HomeAutomation	1	please turn off the kitchen lights
l_HomeAutomation	1	is the fan on in the master bedroom
l_HomeAutomation	1	turn on lights at bathroom
l_HomeAutomation	1	is the front yard a/c on
l_HomeAutomation	1	turn on the light for 5 minutes
l_HomeAutomation	1	set living room to 25 degrees
l_HomeAutomation	1	is the air conditioner on
l_HomeAutomation	1	is my coffee maker running
l_HomeAutomation	1	dim living room light by 50%
l_HomeAutomation	1	turn down the temperature of my thermostat by 10 degrees
l_HomeAutomation	1	start the dvd player
l_HomeAutomation	1	increase thermostat temperature by 5 degrees
l_HomeAutomation	1	what's the volume level of the tv in my bedroom
